Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Age group (product.metafields.shopify.age-group),Bracelet design (product.metafields.shopify.bracelet-design),Color (product.metafields.shopify.color-pattern),Earring design (product.metafields.shopify.earring-design),Jewelry material (product.metafields.shopify.jewelry-material),Jewelry type (product.metafields.shopify.jewelry-type),Necklace design (product.metafields.shopify.necklace-design),Ring design (product.metafields.shopify.ring-design),Ring size (product.metafields.shopify.ring-size),Target gender (product.metafields.shopify.target-gender),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / India,Price / India,Compare At Price / India,Included / america,Price / america,Compare At Price / america,Status
mirchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/vlcsnap-2025-01-19-21h01m27s437.png?v=1760969116,5,"Chilli, Chilli earring, mirchi earrings",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mirchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/WhatsApp_Image_2025-10-02_at_12.54.27_PM.jpg?v=1760967808,6,"Chilli, Chilli earring, mirchi earrings",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
my-heart,My Heart,"<p>Trust me, this one is my fav. No description, just buy it. If you don't like it, full refund. It's that close to my heart</p>",Strawb,Apparel & Accessories > Jewelry > Necklaces,pendant,pendant,true,Title,Default Title,,,,,,,,My Heart,0.0,shopify,2,deny,manual,999.00,1299.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_7675.jpg?v=1732801204,1,"",false,,,,,,,,,,,,,,,adults,,gold,,gold,imitation-jewelry,pendant,,,female,,,,,,kg,,,true,,,true,,,active
my-heart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_3800.heic?v=1726362149,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
my-heart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_3779.heic?v=1726361929,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
my-heart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_5244.jpg?v=1732801203,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
my-heart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_5248.jpg?v=1732801204,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ocean-drop,Ocean Drop,"<p><strong>Founder’s note :</strong><br>I mean, blue’s my fave, so I was already sold. The teardrop shimmer, the gold contrast, love it. I reach for it on days when I want to feel a little extra magic without trying too hard. Everyone who gets it ends up wearing it way more than they thought.<img src=""https://em-content.zobj.net/source/apple/391/blue-heart_1f499.png"" loading=""lazy"" alt=""emoji-timeline"" width=""13"" height=""13""></p>",My Store,Apparel & Accessories > Jewelry > Necklaces,"","",true,Title,Default Title,,,,,,,,Ocean Drop,48.0,shopify,1,deny,manual,1499.00,2999.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/ocean_drop_blue_pendant.jpg?v=1754695786,1,"",false,,A necklace which features an water drop pendant. It is a blue pendant and beautiful chain around it,196,,,,,,,,,,,,,,blue; gold,,gold,imitation-jewelry,pendant-1,,,female,,,,,,kg,,140.00,true,,,true,,,active
ocean-drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/vlcsnap-2024-12-13-00h27m51s977.png?v=1754695786,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ocean-drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_8512.jpg?v=1754695786,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ocean-drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/2_0af11752-1942-43e6-8e93-9c01c45c1f7f.jpg?v=1754695786,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ocean-drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/vlcsnap-2024-12-13-00h28m58s548.png?v=1754695786,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ocean-drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/vlcsnap-2024-12-13-00h27m42s991.png?v=1754695786,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ocean-drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/vlcsnap-2024-12-13-00h28m18s451.png?v=1754695786,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ocean-drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/vlcsnap-2024-12-13-00h29m04s545.png?v=1754695786,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ocean-drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/vlcsnap-2024-12-13-00h27m59s159.jpg?v=1754695786,9,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ocean-drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/vlcsnap-2024-12-13-00h27m55s007.png?v=1754695786,10,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ocean-drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_5045.png?v=1754695786,11,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ocean-drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_5060.png?v=1754695786,12,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ocean-drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_1263.jpg?v=1754695515,13,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oh-so-cute,Oh! So Cute,"<p>FYI, bows are the new things so if you don’t have these, you’re probably missing out🎀</p>
<p>One of a kind, we only have around 30 pieces of this beaut. It features an adorable ribbon bow and a tassel snake chain. </p>",Strawb,Apparel & Accessories > Jewelry > Earrings,earring,ear,true,Title,Default Title,,,,,,,,OSC,0.0,shopify,18,deny,manual,999.00,1299.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/vlcsnap-2024-09-13-14h17m49s649.jpg?v=1726222740,1,"",false,,,,,,,,,,,,,,,adults,,gold,stud,metal,imitation-jewelry,,,,female,,,,,,kg,,,true,,,true,,,active
oh-so-cute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/vlcsnap-2024-09-13-15h21m30s599.jpg?v=1726222741,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
old-money-rings,Old Money Rings,"<p><strong>Founder’s note :</strong><br>One of our most thoughtful (and best-looking) pieces. This is a gift that means something. We made these for opposites—Siblings, couples, best friends. Whether you pair them or wear one solo, the design feels simple, stylish, and one of those pieces people always ask about.</p>
<p> </p>",Strawb,Apparel & Accessories > Jewelry > Rings,ring,ring,true,Color,Both Rings,,Ring size,6,product.metafields.shopify.ring-size,,,,Opposites Attract-1,0.0,shopify,1,deny,manual,1699.00,3333.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_9167.jpg?v=1760973405,1,"old money aesthetics, rings, couple rings, white ring, black ring, matching rings",false,,,200,,adult,,,,,,,,,,adults,,gold; black; white,,metal,imitation-jewelry,,band,6; 7; 8,unisex,,,,,,kg,,406.00,true,,,true,,,active
old-money-rings,,,,,,,,,Both Rings,,,7,,,,,,0.0,shopify,1,deny,manual,1699.00,3333.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/vlcsnap-2024-11-28-19h16m18s615.png?v=1760973405,2,"old money aesthetics, rings, couple rings, white ring, black ring, matching rings",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,406.00,,,,,,,
old-money-rings,,,,,,,,,Both Rings,,,8,,,,,,0.0,shopify,1,deny,manual,1699.00,3333.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_9165.jpg?v=1760973405,3,"old money aesthetics, rings, couple rings, white ring, black ring, matching rings",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,406.00,,,,,,,
old-money-rings,,,,,,,,,Only Back Ring,,,6,,,,,Opposites Attract-1-back-ring-6,0.0,shopify,1,deny,manual,899.00,1699.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/WhatsAppImage2024-11-27at8.35.10PM.jpg?v=1760973405,4,"old money aesthetics, rings, couple rings, white ring, black ring, matching rings",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
old-money-rings,,,,,,,,,Only Back Ring,,,7,,,,,,0.0,shopify,1,deny,manual,899.00,1699.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/WhatsAppImage2024-11-27at8.35.11PM.jpg?v=1760973405,5,"old money aesthetics, rings, couple rings, white ring, black ring, matching rings",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,406.00,,,,,,,
old-money-rings,,,,,,,,,Only Back Ring,,,8,,,,,,0.0,shopify,1,deny,manual,899.00,1699.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/vlcsnap-2024-11-28-19h16m33s549.png?v=1760973405,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,406.00,,,,,,,
old-money-rings,,,,,,,,,Only White Ring,,,6,,,,,,0.0,shopify,0,deny,manual,899.00,2399.00,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,406.00,,,,,,,
old-money-rings,,,,,,,,,Only White Ring,,,7,,,,,,0.0,shopify,1,deny,manual,1699.00,3333.00,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,406.00,,,,,,,
old-money-rings,,,,,,,,,Only White Ring,,,8,,,,,,0.0,shopify,1,deny,manual,1699.00,3333.00,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,406.00,,,,,,,
old-money-rings,,,,,,,,,Both Black,,,6,,,,,,0.0,shopify,1,deny,manual,1699.00,3333.00,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,406.00,,,,,,,
old-money-rings,,,,,,,,,Both Black,,,7,,,,,,0.0,shopify,1,deny,manual,1699.00,3333.00,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,406.00,,,,,,,
old-money-rings,,,,,,,,,Both Black,,,8,,,,,,0.0,shopify,1,deny,manual,1699.00,3333.00,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,406.00,,,,,,,
old-money-rings,,,,,,,,,Both White,,,6,,,,,,0.0,shopify,1,deny,manual,1699.00,3333.00,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,406.00,,,,,,,
old-money-rings,,,,,,,,,Both White,,,7,,,,,,0.0,shopify,1,deny,manual,1699.00,3333.00,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,406.00,,,,,,,
old-money-rings,,,,,,,,,Both White,,,8,,,,,,0.0,shopify,1,deny,manual,1699.00,3333.00,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,406.00,,,,,,,
pearl-clasp,Pearl Clasp,"<p><meta charset=""utf-8""><span id=""docs-internal-guid-0249b6dc-7fff-279d-eeec-59f41f8b970f"">It’s a 2 piece set and it’s sooooo versatile. looks so minimal and pretty!</span></p>",outrun,Apparel & Accessories > Jewelry > Necklaces,"","necklace, pendant",true,Title,Default Title,,,,,,,,Pearl Clasp,400.0,shopify,1,deny,manual,1699.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_7092_1.jpg?v=1753031411,1,"",false,,It’s a 2 piece set features a pearl necklace and a snake chain. Perfect for dresses and denim. Best gift for her.,196,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
pearl-clasp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_7078.jpg?v=1753031322,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pearl-clasp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_7073.jpg?v=1753031322,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pearl-clasp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_7093.jpg?v=1753031322,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pearl-clasp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_7082.jpg?v=1753031322,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pearl-clasp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/1_3f4dc4cb-a186-41e6-824e-7bdffbcfc8b1.jpg?v=1753031322,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pearl-clasp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/2_55c268a5-d6e7-4252-9234-9348cf61b6c6.jpg?v=1753031322,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pearl-clasp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/2_664f073f-9f26-4c89-9ab5-cb4b14905307.jpg?v=1753031322,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pearl-clasp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_7087.jpg?v=1753031322,9,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pearl-dots,Pearl Dots,<p>Cute dots on your ears</p>,vembley,Apparel & Accessories > Jewelry > Earrings,earring,ear,false,Title,Default Title,,,,,,,,Pearl Dots,0.0,shopify,9,deny,manual,249.00,299.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/vlcsnap-2024-09-30-04h36m06s240.png?v=1727651270,1,"",false,,,194,,adult,,,,,,,,,,adults,,white,stud,,imitation-jewelry,,,,female,,,,,,kg,,,true,,,true,,,draft
pearly,Pearly,"<p>For the pearlies out there, wear it on one ear or both, you're gonna attract eyes</p>",Strawb,Apparel & Accessories > Jewelry > Earrings,earring,ear,false,Title,Default Title,,,,,,,,Pearly,0.0,shopify,0,continue,manual,999.00,1299.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_1459_40e95d40-7403-4b0f-86b9-7be13311b143.jpg?v=1726609188,1,"",false,,,194,,adult,,,,,,,,,,adults,,white; rose-gold,drop,metal,imitation-jewelry,,,,female,,,,,,kg,,,true,,,true,,,draft
pearly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/WhatsApp_Image_2024-09-12_at_5.08.46_PM.jpg?v=1726607478,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pencil,Pencil,"<p><strong>Founder’s note :</strong><br></p>
<p>It took me some time to draw this one. What's next a pen? maybe</p>",outrun,Apparel & Accessories > Jewelry > Bracelets,bracelet,bracelet,true,Title,Default Title,,,,,,,,,100.0,shopify,0,deny,manual,1999.00,4200.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_4248_0579babe-50e4-4ba0-8768-21388aaf3c6b.jpg?v=1760992815,1,"pencil bracelet, unique jewellery, pencil bangle",false,,"The perfect Pencil Bangle Bracelet for Women. Bold yet wearable. The perfect gift for fashion lovers, birthdays, or self-love.",,,adult,,,,,,,,,,adults,beaded; bangle,gold; black; red,,gold; metal; enamel; resin,imitation-jewelry,,,,unisex; female,,,,,,kg,,300.00,true,,,true,,,active
pencil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_4259.jpg?v=1760992815,2,"pencil bracelet, unique jewellery, pencil bangle",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
queens-blessing,Attract That Money Earrings,"<p>These aren't just gold earrings or coin earrings; they're your personal prosperity charms.</p>
<p>Rock these statement earrings as you chase your goals and manifest your dreams into reality. <br>These waterproof earrings are crafted to withstand your busy life, but it's your belief that unlocks their true power. Wear them with confidence and purpose, and watch the universe conspire to bring your desires to life.</p>
<p data-sourcepos=""3:1-3:130""><br><strong></strong></p>",My Store,Apparel & Accessories > Jewelry > Earrings,"",ear,false,Material,Rose Gold,,,,,,,,ATME - Rose Gold,0.0,shopify,20,continue,manual,499.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/2_7b9bb060-2b71-417b-8b07-c3e5e61c71e7.jpg?v=1717249512,1,"",false,,,194,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,draft
queens-blessing,,,,,,,,,Gold,,,,,,,,ATME - Gold,0.0,shopify,20,continue,manual,499.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/1_591ea595-aec2-48df-ab70-3ad6b12e94e3.jpg?v=1717249457,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
queens-chain,Queen's chain,"<p><meta charset=""utf-8""><span id=""docs-internal-guid-f8cb433f-7fff-13ce-0f1f-35efd223e001"">This </span><span>dainty necklace</span><span> features a single, polished </span><span>coin pendant</span><span> - a minimalist </span><span>locket necklace </span><span>perfect for everyday wear. Wear it as a</span><span> lucky charm</span><span>, as it brings a touch of fortune to your everyday life.</span></p>",outrun,Apparel & Accessories > Jewelry > Necklaces,pendant,"necklace, pendant",true,Chonky,Chonky,,,,,,,,"",0.0,shopify,20,continue,manual,999.00,1299.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/1_fe3b83b3-bd62-4990-bb6b-2dc38d587a0d.jpg?v=1717248059,1,"",false,,,196,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
queens-chain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/2_09395492-f6e7-4025-b5be-5c504ac05051.jpg?v=1717248471,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
queens-chain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/3_c02f2825-b338-4660-b714-766d465b147d.jpg?v=1717248470,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
queens-fortune,Attract That Money Bracelet,"<p>Wear it as you hustle, as you dream, as you visualise your goals.</p>
<p>This stunning gold coin bracelet is more than just an accessory; it's a daily dose of manifestation magic. Every time you glance at your wrist, it serves as a powerful affirmation, reminding you that you are open and ready to receive abundance.</p>
<p>The perfect addition to your stacking bracelet collection, this gold bracelet is a beautiful way to elevate your style while aligning yourself with prosperity.</p>",My Store,Apparel & Accessories > Jewelry > Bracelets,bracelet,pod,false,Material,Rose Gold,,,,,,,,ATMB - Rose Gold,300.0,shopify,20,continue,manual,699.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/1_f32dd844-2712-4e7b-bdce-9f9fafaedc1b.jpg?v=1717249422,1,"",false,,,191,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,draft
queens-fortune,,,,,,,,,Gold,,,,,,,,ATMB - Gold,300.0,shopify,20,continue,manual,699.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/1_591ea595-aec2-48df-ab70-3ad6b12e94e3.jpg?v=1717249457,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
queens-reign,Queen's Reign,"<div class=""logo-gutter ng-tns-c1092752189-241 ng-star-inserted"">
<div class=""resize-observable"">
<meta charset=""utf-8""> <span id=""docs-internal-guid-9994091a-7fff-469a-872e-824137c260e5"">It’s a stack and looks so cool. so street!</span>
</div>
</div>",My Store,Apparel & Accessories > Jewelry > Bracelets,bracelet,bracelet,false,Title,Default Title,,,,,,,,QR,0.0,shopify,19,deny,manual,999.00,1299.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/1_cfd39683-8334-4767-820b-23da5cd38b22.jpg?v=1717246461,1,"",false,,It’s a stack and looks so cool. Perfect streetwear jewelry. Lightweight bracelet featuring a coin design. Perfect for casual outfits ,191,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,draft
queens-reign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/4_e29ade10-649f-445a-a459-784c669009f5.jpg?v=1717246471,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
queens-reign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/2_7fcc0f1b-c795-467d-a3ec-af6b310759e6.jpg?v=1717246471,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
queens-reign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/3_af59a74f-9668-4c49-973d-26a5106dea09.jpg?v=1717246471,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s-ring,S Ring,<p><strong>Founder’s note :</strong><br>Big energy in one ring. Can’t go wrong with this one. I wear it when I want to feel like a boss. Adjustable = stress-free gifting. 10/10 recommend.<br></p>,outrun,Apparel & Accessories > Jewelry > Rings,ring,ring,true,Title,Default Title,,,,,,,,S Ring,0.0,shopify,3,continue,manual,999.00,1299.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_1460.jpg?v=1745090433,1,"",false,,"An s shaped ring gold plated ring. It is resizable. Perfect bold jewelry for all outfits, especially denim and casual outfits. Best gift for her.",200,,adult,,,,,,,,,,adults,,gold,,metal,imitation-jewelry,,band,,female,,,,,,kg,,,true,,,true,,,active
s-ring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_4888.png?v=1745090433,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s-ring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/WhatsApp_Image_2025-06-24_at_1.12.19_PM.jpg?v=1750753736,3,"cat, jewellery, s ring",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s-ring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/vlcsnap-2024-11-03-04h08m54s833.png?v=1750753736,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s-ring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_4996.png?v=1750753736,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s-ring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_4902.png?v=1750753736,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sakura,Sakura,"<p><strong>Founder’s note :</strong><br>A bracelet that looks like it was picked from a garden at golden hour. Designed by a Japanese artist and inspired by sakura blooms, it’s gentle, warm, and easy to wear. And since it’s resizable—it’s basically made for gifting. It’s the kind of piece I’d gift to someone I really adore.<br></p>",outrun,Apparel & Accessories > Jewelry > Bracelets,bracelet,bracelet,true,Title,Default Title,,,,,,,,sakura,100.0,shopify,0,deny,manual,1499.00,3122.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/vlcsnap-2025-02-19-19h39m28s429.jpg?v=1739977337,1,"",false,,"Adjustable Gold Floral Cuff Bracelet, Cherry Blossom Jewelry. Inspired by Japanese sakura flowers, this golden floral cuff bracelet is gentle, adjustable, and made for gifting. Lightweight with a luxe matte finish—perfect for someone you adore.",,,adult,,,,,,,,,,adults,beaded; bangle,gold; floral,,bamboo; gold,imitation-jewelry,,,,unisex,s-ring; old-money-rings,,,,,kg,,300.00,true,,,true,,,active
